# ID(s) interactor A,ID(s) interactor B,Alt. ID(s) interactor A,Alt. ID(s) interactor B,Alias(es) interactor A,Alias(es) interactor B,Interaction detection method(s),Publication 1st author(s),Publication Identifier(s),Taxid interactor A,Taxid interactor B,Interaction type(s),Source database(s),Interaction identifier(s),Confidence value(s)
uniprotkb:Q96331,uniprotkb:Q8GYK6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,ensemblplants:AT2G32840.1|intact:EBI-4424751|uniprotkb:Q8GYK6,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q8gyk6_arath(display_short)|uniprotkb:T21L14.22(orf name)|uniprotkb:T21L14_22(orf name)|uniprotkb:At2g32840(locus name)|IntAct:AT2G32840(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4497840|imex:IM-16043-1980,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9LY04,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9LY04|intact:EBI-4452334|ensemblplants:AT3G56360.1|uniprotkb:A0A178VML1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:q9ly04_arath(display_short)|uniprotkb:T5P19_10(gene name)|uniprotkb:At3g56360(locus name)|IntAct:AT3G56360(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4522912|imex:IM-16043-5114,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9M2A1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9M2A1|intact:EBI-4450940|ensemblplants:AT3G42630.1|uniprotkb:Q93WJ1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:pp263_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At3g42630(display_long)|uniprotkb:At3g42630(locus name)|uniprotkb:T12K4_80(orf name)|IntAct:AT3G42630(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4524448|imex:IM-16043-5306,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:O82290,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q945M6|ensemblplants:AT2G35500.1|intact:EBI-1786957|uniprotkb:O82290,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:skl2_arath(display_short)|psi-mi:Probable inactive shikimate kinase like 2, chloroplastic(display_long)|uniprotkb:T32F12.12(orf name)|uniprotkb:At2g35500(locus name)|uniprotkb:SKL2(gene name)|IntAct:AT2G35500(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4486384|imex:IM-16043-548,intact-miscore:0.37
uniprotkb:O80783,uniprotkb:Q96331,uniprotkb:O80783|intact:EBI-4477646|ensemblplants:AT2G34340.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:o80783_arath(display_short)|uniprotkb:At2g34340(locus name)|uniprotkb:F13P17_18(orf name)|uniprotkb:F13P17.18(orf name)|IntAct:AT2G34340(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4485568|imex:IM-16043-446,intact-miscore:0.37
uniprotkb:Q9SSQ8,uniprotkb:Q96331,uniprotkb:Q9SSQ8|intact:EBI-4427996|ensemblplants:AT1G52560.1|uniprotkb:B3H5Q4,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,"psi-mi:hs26m_arath(display_short)|psi-mi:26.5 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:HSP26.5(gene name)|uniprotkb:At1g52560(locus name)|uniprotkb:F6D8.22(orf name)|IntAct:AT1G52560(author assigned name)","psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4529784|imex:IM-16043-5973,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9SX52,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9SX52|intact:EBI-4432101|ensemblplants:AT1G50370.1|uniprotkb:Q0WWV2,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:fypp1_arath(display_short)|psi-mi:Phytochrome-associated serine/threonine-protein phosphatase 1(display_long)|uniprotkb:FYPP1(gene name)|uniprotkb:At1g50370(locus name)|uniprotkb:F14I3.5(orf name)|IntAct:AT1G50370(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4530728|imex:IM-16043-6091,intact-miscore:0.37
uniprotkb:Q9ZUP8,uniprotkb:Q96331,uniprotkb:Q9ZUP8|intact:EBI-4433304|ensemblplants:AT2G12290.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q9zup8_arath(display_short)|uniprotkb:At2g12290(locus name)|uniprotkb:T10J7_27(orf name)|uniprotkb:T10J7.27(orf name)|IntAct:AT2G12290(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4532680|imex:IM-16043-6335,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:F4IK01,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9ZVC0|ensemblplants:AT2G41350.2|intact:EBI-4426734|uniprotkb:F4IK01,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:aug1_arath(display_short)|psi-mi:AUGMIN subunit 1(display_long)|uniprotkb:F13H10.10(orf name)|uniprotkb:At2g41350(locus name)|uniprotkb:AUG1(gene name)|IntAct:AT2G41350(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4532824|imex:IM-16043-6353,intact-miscore:0.37
uniprotkb:Q3ECE3,uniprotkb:Q96331,uniprotkb:Q3ECE3|intact:EBI-4433354|ensemblplants:AT1G70910.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:q3ece3_arath(display_short)|psi-mi:RING-type E3 ubiquitin transferase(display_long)|uniprotkb:DEP(gene name)|uniprotkb:At1g70910(locus name)|uniprotkb:F15H11.25(orf name)|uniprotkb:DESPIERTO(gene name synonym)|IntAct:AT1G70910(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4491688|imex:IM-16043-1211,intact-miscore:0.37
uniprotkb:Q9SA88,uniprotkb:Q96331,uniprotkb:Q9SA88|intact:EBI-4430826|ensemblplants:AT1G30730.1|uniprotkb:Q6NNH8,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:bbe11_arath(display_short)|psi-mi:Berberine bridge enzyme-like 11(display_long)|uniprotkb:At1g30730(locus name)|uniprotkb:T5I8.18(orf name)|IntAct:AT1G30730(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4493376|imex:IM-16043-1422,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9SGU2,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q9SGU2|intact:EBI-4453788|ensemblplants:AT1G56150.1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:sau71_arath(display_short)|psi-mi:Auxin-responsive protein SAUR71(display_long)|uniprotkb:SAUR71(gene name)|uniprotkb:At1g56150(locus name)|uniprotkb:T6H22.5(orf name)|uniprotkb:F14G9.23(orf name)|uniprotkb:Protein SMALL AUXIN UP RNA 71(gene name synonym)|IntAct:AT1G56150(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4527168|imex:IM-16043-5646,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q6EWX1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:F4IM83|uniprotkb:Q6E7G9|uniprotkb:Q70BT4|uniprotkb:Q9SJV4|intact:EBI-2114176|uniprotkb:Q6EWX1,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:orc4_arath(display_short)|psi-mi:Origin of replication complex subunit 4(display_long)|uniprotkb:F23H14.9(orf name)|uniprotkb:At2g01120(locus name)|uniprotkb:ORC4(gene name)|IntAct:AT2G01120(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4528184|imex:IM-16043-5773,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q94C27,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q94C27|intact:EBI-4476607|ensemblplants:AT1G70590.1|uniprotkb:Q9S730,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:fb84_arath(display_short)|psi-mi:F-box protein At1g70590(display_long)|uniprotkb:At1g70590(locus name)|uniprotkb:F5A18.23(orf name)|uniprotkb:F24J13.16(orf name)|IntAct:AT1G70590(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4509728|imex:IM-16043-3466,intact-miscore:0.37
uniprotkb:Q9ASZ8,uniprotkb:Q96331,uniprotkb:Q9ASZ8|intact:EBI-4475709|ensemblplants:AT1G12620.1|uniprotkb:Q9LN85,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:ppr37_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At1g12620(display_long)|uniprotkb:At1g12620(locus name)|uniprotkb:T12C24.15(orf name)|IntAct:AT1G12620(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4511432|imex:IM-16043-3679,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q9C7G6,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,ensemblplants:AT1G72030.1|intact:EBI-4426026|uniprotkb:Q9C7G6,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:gnt10_arath(display_short)|psi-mi:GCN5-related N-acetyltransferase 10, chloroplastic(display_long)|uniprotkb:F28P5.8(orf name)|uniprotkb:At1g72030(locus name)|uniprotkb:GNAT10(gene name)|IntAct:AT1G72030(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4512288|imex:IM-16043-3786,intact-miscore:0.37
uniprotkb:Q9FGM9,uniprotkb:Q96331,uniprotkb:Q9FGM9|intact:EBI-4428388|ensemblplants:AT5G51440.1|uniprotkb:Q8LCB4,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,"psi-mi:hs235_arath(display_short)|psi-mi:23.5 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:HSP23.5(gene name)|uniprotkb:At5g51440(locus name)|uniprotkb:MFG13.15(orf name)|IntAct:AT5G51440(author assigned name)","psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4514360|imex:IM-16043-4045,intact-miscore:0.37
uniprotkb:Q9FWY7,uniprotkb:Q96331,ensemblplants:AT1G02690.1|intact:EBI-4431755|uniprotkb:Q9FWY7,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:impa6_arath(display_short)|psi-mi:Importin subunit alpha-6(display_long)|uniprotkb:T14P4.3(orf name)|uniprotkb:At1g02690(locus name)|uniprotkb:IMPA6(gene name)|IntAct:AT1G02690(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4517400|imex:IM-16043-4425,intact-miscore:0.37
uniprotkb:Q9FZD1,uniprotkb:Q96331,uniprotkb:Q9FZD1|intact:EBI-4453165|ensemblplants:AT1G26460.1|uniprotkb:Q8LFH2,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,"psi-mi:ppr58_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At1g26460, mitochondrial(display_long)|uniprotkb:At1g26460(locus name)|uniprotkb:T1K7.17(orf name)|IntAct:AT1G26460(author assigned name)","psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4518192|imex:IM-16043-4524,intact-miscore:0.37
uniprotkb:Q9LNC0,uniprotkb:Q96331,uniprotkb:Q9LNC0|intact:EBI-4470665|ensemblplants:AT1G06270.1,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,psi-mi:ppr16_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At1g06270(display_long)|uniprotkb:At1g06270(locus name)|uniprotkb:F9P14.13(orf name)|IntAct:AT1G06270(author assigned name),"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)","psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4520144|imex:IM-16043-4768,intact-miscore:0.37
uniprotkb:Q96331,uniprotkb:Q84J71,uniprotkb:O23640|uniprotkb:Q541V4|uniprotkb:Q9SAN6|ensemblplants:AT4G25200.1|intact:EBI-4424847|uniprotkb:Q96331,uniprotkb:Q8LED8|ensemblplants:AT2G17670.1|intact:EBI-4426341|uniprotkb:Q84J71,"psi-mi:hs23m_arath(display_short)|psi-mi:23.6 kDa heat shock protein, mitochondrial(display_long)|uniprotkb:F24A6.40(orf name)|uniprotkb:At4g25200(locus name)|uniprotkb:HSP23.6(gene name)|IntAct:AT4G25200(author assigned name)",psi-mi:pp161_arath(display_short)|psi-mi:Pentatricopeptide repeat-containing protein At2g17670(display_long)|uniprotkb:T17A5.11(orf name)|uniprotkb:At2g17670(locus name)|IntAct:AT2G17670(author assigned name),"psi-mi:""MI:0397""(two hybrid array)",Arabidopsis Consortium. et al.(2011),intact:EBI-4479889|pubmed:21798944|imex:IM-16043,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-4494280|imex:IM-16043-1535,intact-miscore:0.37
