# ID(s) interactor A,ID(s) interactor B,Alt. ID(s) interactor A,Alt. ID(s) interactor B,Alias(es) interactor A,Alias(es) interactor B,Interaction detection method(s),Publication 1st author(s),Publication Identifier(s),Taxid interactor A,Taxid interactor B,Interaction type(s),Source database(s),Interaction identifier(s),Confidence value(s)
uniprotkb:O22230,uniprotkb:Q93Z00,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9SN76|ensemblplants:AT3G47620.1|intact:EBI-4424563|uniprotkb:Q93Z00,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp14_arath(display_short)|psi-mi:Transcription factor TCP14(display_long)|uniprotkb:F1P2.170(orf name)|uniprotkb:At3g47620(locus name)|uniprotkb:TCP14(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16375712|imex:IM-25740-18762,intact-miscore:0.56
uniprotkb:Q67XK8,uniprotkb:O22230,ensemblplants:AT1G77570.1|intact:EBI-15200146|uniprotkb:Q67XK8,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:q67xk8_arath(display_short)|uniprotkb:AtREN1(gene name synonym)|uniprotkb:restricted to nucleolus 1(gene name synonym)|uniprotkb:T5M16.16(orf name)|uniprotkb:T5M16_16(orf name)|uniprotkb:At1g77570(locus name)|uniprotkb:REN1(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15371156|imex:IM-25740-3481,intact-miscore:0.37
uniprotkb:O22230,uniprotkb:Q93Z00,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9SN76|ensemblplants:AT3G47620.1|intact:EBI-4424563|uniprotkb:Q93Z00,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp14_arath(display_short)|psi-mi:Transcription factor TCP14(display_long)|uniprotkb:F1P2.170(orf name)|uniprotkb:At3g47620(locus name)|uniprotkb:TCP14(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15370076|imex:IM-25740-3303,intact-miscore:0.56
uniprotkb:Q84TK1,uniprotkb:O22230,uniprotkb:Q9SJX4|ensemblplants:AT2G31220.2|intact:EBI-15200952|uniprotkb:Q84TK1,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:bh010_arath(display_short)|psi-mi:Transcription factor bHLH10(display_long)|uniprotkb:Basic helix-loop-helix protein 10(gene name synonym)|uniprotkb:EN23(gene name synonym)|uniprotkb:Transcription factor EN 23(gene name synonym)|uniprotkb:bHLH transcription factor bHLH010(gene name synonym)|uniprotkb:F16D14.6(orf name)|uniprotkb:At2g31220(locus name)|uniprotkb:BHLH10(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15402839|imex:IM-25740-7784,intact-miscore:0.37
uniprotkb:O22230,uniprotkb:Q8VZI9,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q8LF33|uniprotkb:Q9C781|uniprotkb:Q9SRL9|ensemblplants:AT3G11100.1|intact:EBI-1998580|uniprotkb:Q8VZI9,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:enap1_arath(display_short)|psi-mi:Trihelix transcription factor ENAP1(display_long)|uniprotkb:Agrobacterium tumefaciens VirF-interacting protein 3(gene name synonym)|uniprotkb:EIN2 nuclear associated protein 1(gene name synonym)|uniprotkb:VFP3(gene name synonym)|uniprotkb:F11B9.6(orf name)|uniprotkb:F9F8.9(orf name)|uniprotkb:At3g11100(locus name)|uniprotkb:ENAP1(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15404603|imex:IM-25740-8070,intact-miscore:0.37
uniprotkb:O22230,uniprotkb:Q9S7W5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q8LEB5|ensemblplants:AT3G02150.2|intact:EBI-4424877|uniprotkb:Q9S7W5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp13_arath(display_short)|psi-mi:Transcription factor TCP13(display_long)|uniprotkb:PTF1(gene name synonym)|uniprotkb:Plastid transcription factor 1(gene name synonym)|uniprotkb:TFPD(gene name synonym)|uniprotkb:F1C9.6(orf name)|uniprotkb:F14P3.20(orf name)|uniprotkb:At3g02150(locus name)|uniprotkb:TCP13(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15360712|imex:IM-25740-1768,intact-miscore:0.49
uniprotkb:O64722,uniprotkb:O22230,uniprotkb:Q8RWR4|ensemblplants:AT2G02540.1|ensemblplants:AT2G02540.2|intact:EBI-1806244|uniprotkb:O64722,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:zhd3_arath(display_short)|psi-mi:Zinc-finger homeodomain protein 3(display_long)|uniprotkb:HB21(gene name synonym)|uniprotkb:Homeobox protein 21(gene name synonym)|uniprotkb:ZFHD4(gene name synonym)|uniprotkb:Zinc finger homeodomain transcription factor 4(gene name synonym)|uniprotkb:T8K22.16(orf name)|uniprotkb:At2g02540(locus name)|uniprotkb:ZHD3(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15361352|imex:IM-25740-1873,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:A2RVQ5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9FPP0|uniprotkb:Q7XYY8|uniprotkb:Q9M2M4|ensemblplants:AT3G57230.1|ensemblplants:AT3G57230.4|intact:EBI-621930|uniprotkb:A2RVQ5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:agl16_arath(display_short)|psi-mi:Agamous-like MADS-box protein AGL16(display_long)|uniprotkb:F28O9.80(orf name)|uniprotkb:At3g57230(locus name)|uniprotkb:AGL16(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15375810|imex:IM-25740-4250,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q9LXG0,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT5G15210.1|intact:EBI-1806405|uniprotkb:Q9LXG0,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:zhd8_arath(display_short)|psi-mi:Zinc-finger homeodomain protein 8(display_long)|uniprotkb:HB30(gene name synonym)|uniprotkb:Homeobox protein 30(gene name synonym)|uniprotkb:ZFHD3(gene name synonym)|uniprotkb:Zinc finger homeodomain transcriptional factor ZFHD3(gene name synonym)|uniprotkb:F8M21.100(orf name)|uniprotkb:At5g15210(locus name)|uniprotkb:ZHD8(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16386521|imex:IM-25740-20543,intact-miscore:0.49
uniprotkb:O64722,uniprotkb:O22230,uniprotkb:Q8RWR4|ensemblplants:AT2G02540.1|ensemblplants:AT2G02540.2|intact:EBI-1806244|uniprotkb:O64722,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,psi-mi:zhd3_arath(display_short)|psi-mi:Zinc-finger homeodomain protein 3(display_long)|uniprotkb:HB21(gene name synonym)|uniprotkb:Homeobox protein 21(gene name synonym)|uniprotkb:ZFHD4(gene name synonym)|uniprotkb:Zinc finger homeodomain transcription factor 4(gene name synonym)|uniprotkb:T8K22.16(orf name)|uniprotkb:At2g02540(locus name)|uniprotkb:ZHD3(gene name),psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16393669|imex:IM-25740-21716,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:A2RVQ5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9FPP0|uniprotkb:Q7XYY8|uniprotkb:Q9M2M4|ensemblplants:AT3G57230.1|ensemblplants:AT3G57230.4|intact:EBI-621930|uniprotkb:A2RVQ5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:agl16_arath(display_short)|psi-mi:Agamous-like MADS-box protein AGL16(display_long)|uniprotkb:F28O9.80(orf name)|uniprotkb:At3g57230(locus name)|uniprotkb:AGL16(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16380505|imex:IM-25740-19554,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q9S7W5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q8LEB5|ensemblplants:AT3G02150.2|intact:EBI-4424877|uniprotkb:Q9S7W5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp13_arath(display_short)|psi-mi:Transcription factor TCP13(display_long)|uniprotkb:PTF1(gene name synonym)|uniprotkb:Plastid transcription factor 1(gene name synonym)|uniprotkb:TFPD(gene name synonym)|uniprotkb:F1C9.6(orf name)|uniprotkb:F14P3.20(orf name)|uniprotkb:At3g02150(locus name)|uniprotkb:TCP13(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16387792|imex:IM-25740-20751,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q9LXG0,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,ensemblplants:AT5G15210.1|intact:EBI-1806405|uniprotkb:Q9LXG0,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:zhd8_arath(display_short)|psi-mi:Zinc-finger homeodomain protein 8(display_long)|uniprotkb:HB30(gene name synonym)|uniprotkb:Homeobox protein 30(gene name synonym)|uniprotkb:ZFHD3(gene name synonym)|uniprotkb:Zinc finger homeodomain transcriptional factor ZFHD3(gene name synonym)|uniprotkb:F8M21.100(orf name)|uniprotkb:At5g15210(locus name)|uniprotkb:ZHD8(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15370070|imex:IM-25740-3302,intact-miscore:0.49
uniprotkb:O22230,uniprotkb:Q8LPR5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9LKA2|uniprotkb:A0A178VD44|uniprotkb:B9DFB4|ensemblplants:AT3G15030.1|ensemblplants:AT3G15030.2|ensemblplants:AT3G15030.3|ensemblplants:AT3G15030.4|intact:EBI-15192325|uniprotkb:Q8LPR5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp4_arath(display_short)|psi-mi:Transcription factor TCP4(display_long)|uniprotkb:MEE35(gene name synonym)|uniprotkb:Protein MATERNAL EFFECT EMBRYO ARREST 35(gene name synonym)|uniprotkb:K15M2.17(orf name)|uniprotkb:At3g15030(locus name)|uniprotkb:TCP4(gene name),"psi-mi:""MI:0397""(two hybrid array)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15379861|imex:IM-25740-4917,intact-miscore:0.56
uniprotkb:O22230,uniprotkb:O80340,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:O23107|uniprotkb:Q53XI2|ensemblplants:AT3G15210.1|intact:EBI-966009|uniprotkb:O80340,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:erf78_arath(display_short)|psi-mi:Ethylene-responsive transcription factor 4(display_long)|uniprotkb:ERF-4(gene name synonym)|uniprotkb:ERF078(gene name synonym)|uniprotkb:At3g15210(locus name)|uniprotkb:K7L4.1(orf name)|uniprotkb:Ethylene-responsive element-binding factor 4(gene name synonym)|uniprotkb:Protein RELATED TO APETALA2 5(gene name synonym)|uniprotkb:RAP2-5(gene name synonym)|uniprotkb:ERF4(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15404609|imex:IM-25740-8071,intact-miscore:0.37
uniprotkb:O22230,uniprotkb:Q8LPR5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9LKA2|uniprotkb:A0A178VD44|uniprotkb:B9DFB4|ensemblplants:AT3G15030.1|ensemblplants:AT3G15030.2|ensemblplants:AT3G15030.3|ensemblplants:AT3G15030.4|intact:EBI-15192325|uniprotkb:Q8LPR5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp4_arath(display_short)|psi-mi:Transcription factor TCP4(display_long)|uniprotkb:MEE35(gene name synonym)|uniprotkb:Protein MATERNAL EFFECT EMBRYO ARREST 35(gene name synonym)|uniprotkb:K15M2.17(orf name)|uniprotkb:At3g15030(locus name)|uniprotkb:TCP4(gene name),"psi-mi:""MI:2277""(Cr-two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-15363098|imex:IM-25740-2161,intact-miscore:0.56
uniprotkb:O22230,uniprotkb:Q8LPR5,ensemblplants:AT2G41690.1|intact:EBI-15192145|uniprotkb:O22230,uniprotkb:Q9LKA2|uniprotkb:A0A178VD44|uniprotkb:B9DFB4|ensemblplants:AT3G15030.1|ensemblplants:AT3G15030.2|ensemblplants:AT3G15030.3|ensemblplants:AT3G15030.4|intact:EBI-15192325|uniprotkb:Q8LPR5,psi-mi:hsfb3_arath(display_short)|psi-mi:Heat stress transcription factor B-3(display_long)|uniprotkb:AtHsf-05(gene name synonym)|uniprotkb:HSF05(gene name synonym)|uniprotkb:T32G6.21(orf name)|uniprotkb:At2g41690(locus name)|uniprotkb:HSFB3(gene name),psi-mi:tcp4_arath(display_short)|psi-mi:Transcription factor TCP4(display_long)|uniprotkb:MEE35(gene name synonym)|uniprotkb:Protein MATERNAL EFFECT EMBRYO ARREST 35(gene name synonym)|uniprotkb:K15M2.17(orf name)|uniprotkb:At3g15030(locus name)|uniprotkb:TCP4(gene name),"psi-mi:""MI:1356""(validated two hybrid)",Trigg SA et al.(2017),intact:EBI-15097123|pubmed:28650476|doi:10.1038/nmeth.4343|imex:IM-25740,"taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","taxid:3702(arath)|taxid:3702(""Arabidopsis thaliana (Mouse-ear cress)"")","psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(European Bioinformatics Institute)",intact:EBI-16374948|imex:IM-25740-18636,intact-miscore:0.56
